u,v,dist,road_type,traffic_factor
42,30,2,street,0.07340919330031692
96,22,50,street,0.2194453843316665
25,45,80,highway,0.6302755205872469
104,5,148,street,0.15138528809596352
21,108,168,street,0.738263995120273
113,43,50,highway,0.5827510691490349
108,120,35,street,0.03627059674573052
120,109,37,street,0.32886786355177433
73,13,59,highway,0.8144957255032632
40,109,178,street,0.4234009314680647
23,29,70,street,0.6185146046978881
0,46,94,street,0.4707717389221028
113,10,179,highway,0.3051455531328078
67,26,78,highway,0.6789883750558205
24,79,114,street,0.9184037701810464
55,64,124,highway,0.11396959522573402
46,115,4,highway,0.07429911047950144
48,6,149,street,0.6630485799597035
7,16,10,highway,0.5959918587938873
38,89,83,street,0.6287739306562069
76,21,82,highway,0.19444424650161418
117,98,91,street,0.03209816371910912
66,107,9,highway,0.9575699549920248
4,47,41,highway,0.17311216363511361
4,73,165,highway,0.5059918099725936
55,23,130,street,0.14683261853748808
98,88,74,highway,0.09017220958724059
59,99,182,highway,0.715902702445363
53,4,6,highway,0.6546146666881021
81,14,146,street,0.2691010742346227
90,20,40,highway,0.1459803481612284
90,13,58,street,0.8469998360501884
118,50,154,street,0.7779673417878887
8,112,60,street,0.22346900813001846
76,93,169,street,0.1495559013249429
36,52,72,highway,0.6585424954607068
106,42,30,street,0.25709626320819134
16,87,137,highway,0.6747890794983816
17,76,69,highway,0.005896342339711813
64,100,83,highway,0.36610712795292844
41,1,61,highway,0.38727856244371384
110,12,26,street,0.9741651968862616
105,13,37,street,0.7201854501595937
26,12,65,highway,0.5036949326212397
47,84,21,street,0.49386769078224135
45,58,57,highway,0.22926991306759714
18,43,167,street,0.8126112623517545
60,55,5,street,0.3292910401555065
100,23,122,highway,0.3218292827114543
53,89,82,street,0.4395808958564478
35,13,89,street,0.908194687238119
32,120,187,highway,0.9138547665563421
42,69,112,street,0.9840990192658486
78,0,104,highway,0.5395635428745458
95,100,160,street,0.2941449973489909
71,2,130,highway,0.06108034397459494
32,62,16,street,0.3677882170875333
90,67,198,street,0.7893088466770259
113,72,188,street,0.038696578886860955
53,6,18,street,0.7214757809070916
72,114,10,highway,0.715665871614954
91,84,165,highway,0.2851827083135391
72,117,28,street,0.5244772741021219
8,75,86,highway,0.7603634371637832
117,37,160,highway,0.3358327354163231
20,82,28,highway,0.22671410210335874
60,80,43,highway,0.3927182939195877
12,32,93,highway,0.6982533416151292
11,47,4,street,0.8238600275190079
22,46,76,street,0.04299654892643534
66,78,106,highway,0.07162462831477334
81,38,72,highway,0.2593538495065457
27,120,82,street,0.16058354584120416
47,66,190,highway,0.19379831770781608
102,72,99,street,0.1242905785732199
78,11,83,street,0.48553611434203725
102,90,92,highway,0.7914083416066025
65,112,196,street,0.26446028298285806
89,55,148,street,0.012780190754869025
60,111,184,street,0.9304506118432551
57,100,70,highway,0.7632610357756715
56,4,130,street,0.2540181207602614
102,12,50,street,0.3791453282605587
25,112,111,street,0.8306270860165115
71,96,28,highway,0.7507569231312877
85,22,37,highway,0.37884400664720885
100,75,140,highway,0.2445442234733064
98,105,11,street,0.15019609130817324
62,78,60,street,0.8344300332481752
81,57,181,highway,0.25315924513859445
119,102,83,highway,0.6150959402255314
37,42,62,street,0.29286137519126254
54,18,4,street,0.39860390703201054
49,34,48,street,0.6966427313206514
112,61,76,street,0.8562857299203046
109,64,75,street,0.37875530200058516
103,33,94,street,0.33253927350576395
9,104,121,street,0.4945336257472225
34,3,52,highway,0.765370423203855
10,36,106,highway,0.8236531246334557
67,56,181,street,0.5052085380824538
49,17,167,street,0.29520284287258836
11,91,15,street,0.624713647679453
20,83,144,highway,0.7293620311405868
86,88,122,street,0.5137923387927328
8,105,1,street,0.098567439011222
114,82,168,highway,0.26539399895396665
58,103,103,street,0.8758208006251836
108,89,152,highway,0.23271472985166797
100,23,102,highway,0.20332710345199367
115,63,187,highway,0.7487583401371644
93,95,106,street,0.6089262202569103
10,18,28,street,0.4749574513218442
52,12,137,highway,0.3440514208370926
13,27,108,street,0.10957613334000538
69,14,178,highway,0.22627729613245906
117,25,42,street,0.16941955783775564
6,35,187,street,0.1513632790398146
8,58,82,highway,0.9259789633966129
90,92,120,street,0.9806255533300676
107,51,150,highway,0.4839252051923719
32,117,167,highway,0.9099668861367644
115,66,48,highway,0.2990158769535314
40,19,167,street,0.7177116067088917
23,84,75,street,0.266749501629406
17,25,172,highway,0.3428356515656177
80,61,140,highway,0.9843068068813824
39,84,120,street,0.16582477938303353
8,62,173,highway,0.11701340346847977
118,104,97,street,0.3287389922202071
30,25,122,highway,0.7841134178043109
80,48,184,street,0.8621146871181024
50,99,181,highway,0.9587478759339408
34,88,130,highway,0.2846690559856827
97,42,34,street,0.35002090745777026
117,17,72,street,0.30312445924839837
27,91,53,highway,0.109385641769571
5,6,111,highway,0.8622128007041111
3,29,149,street,0.4440617158995025
34,37,75,highway,0.442822136544468
8,61,98,highway,0.8698633161060062
10,8,99,street,0.40787437403395876
24,7,108,street,0.014169957290674162
2,40,45,street,0.20244527802112788
94,59,181,street,0.32149239249398376
3,90,4,highway,0.8103341506873616
57,100,11,highway,0.15446985095032262
17,23,140,street,0.9666080343456706
43,104,23,street,0.05102494261810675
36,8,194,street,0.8827197344331282
62,110,35,street,0.12810161423015054
55,40,20,highway,0.5434042260419811
26,102,199,street,0.5761531943262933
80,64,106,highway,0.705384595086517
60,52,108,street,0.3704815522927697
26,32,59,street,0.3366873822291381
68,92,196,highway,0.10896328491309504
71,92,129,highway,0.14499088624715428
60,46,77,street,0.5695646638637811
68,34,161,street,0.6012058540521431
96,74,196,street,0.19683260876586728
54,20,106,highway,0.44912656895571235
117,24,34,highway,0.22851599535004385
54,116,99,highway,0.27794309104705983
57,26,121,street,0.7005528099260365
3,44,123,highway,0.364800073665449
24,67,190,street,0.961061726810073
25,38,169,street,0.23676032542654446
62,21,159,highway,0.8159877382115645
16,81,71,street,0.9339173759765561
74,78,39,highway,0.06935305662052027
8,60,22,highway,0.9139401502584411
37,92,165,highway,0.3037809793010232
38,27,120,highway,0.18236034464998463
106,63,181,highway,0.9210265041345921
4,45,167,highway,0.9561023815214863
38,77,84,highway,0.7420927735774111
45,13,54,street,0.706553561940362
86,24,140,street,0.07942427013217623
119,59,133,highway,0.3267335839214096
3,26,15,highway,0.06570299927933632
103,44,1,highway,0.04560291269762318
71,66,133,street,0.6941688985554479
86,11,27,street,0.3242562850087797
106,91,22,street,0.4580068025268035
36,109,29,highway,0.6808372695547971
65,31,44,highway,0.7055655364122465
27,20,138,highway,0.1602753990050958
1,104,186,highway,0.8712865248276176
4,5,5,street,0.3853328361993469
104,75,167,highway,0.2501936147417323
118,32,53,highway,0.37340308492692764
35,2,34,street,0.08939234762853276
12,28,122,street,0.9064549552333637
54,113,105,highway,0.2470054607490514
117,1,34,street,0.08901127272020148
24,97,136,street,0.6529077345567508
0,37,151,highway,0.9243200917844739
12,67,189,street,0.10180869616839261
36,90,152,street,0.6584955392330343
104,70,192,street,0.7477378106103739
34,92,91,highway,0.25783916790824424
13,34,67,street,0.32328501645700236
28,44,137,highway,0.8985973364564478
16,118,156,street,0.5776713993449788
81,110,178,street,0.367648439287657
12,49,51,highway,0.2733673803014901
59,88,85,highway,0.555981629324452
97,2,140,highway,0.06575561004572006
113,39,190,highway,0.6073535560360935
90,48,190,highway,0.7251595208222571
49,31,143,highway,0.5031847369080792
50,53,76,street,0.45293106308184305
56,1,114,highway,0.9822153149654709
80,101,118,street,0.26521270394992225
112,3,31,highway,0.8508962908216671
67,36,65,highway,0.30835341201939137
48,66,72,highway,0.13949332397418002
16,38,168,street,0.16501428250387884
56,12,84,street,0.8737230950714437
94,90,200,highway,0.47154760664606554
81,104,53,highway,0.927999405736581
114,91,68,street,0.6155104119376228
12,54,44,highway,0.10645006852428918
11,74,124,street,0.7152248922307249
46,51,141,street,0.5715834381865305
50,31,94,street,0.3788707268221625
27,112,68,highway,0.38356037875804416
10,47,25,street,0.3956440057834263
54,4,114,street,0.5198253754474594
53,85,120,highway,0.31151568235713134
54,85,140,street,0.13951941979224713
107,112,171,street,0.13827702145312026
32,80,39,highway,0.8419254018151878
69,116,184,highway,0.6569922897468122
22,53,119,street,0.8189353072102059
107,80,74,street,0.9522619016562264
111,114,121,highway,0.7313487634212587
88,15,142,highway,0.8307058101035143
25,101,55,highway,0.06287614972419919
20,95,176,street,0.37735875684145115
12,14,171,highway,0.9551683422551818
71,41,174,street,0.2006297766930949
2,69,190,street,0.3464613401525083
48,97,28,highway,0.38955091470385406
60,64,98,highway,0.06301427346417177
43,47,156,street,0.6273580519385147
113,54,99,highway,0.9680656123415667
27,20,123,street,0.4787943430587539
99,95,113,street,0.7479737979720121
106,98,10,highway,0.10249576991563059
43,8,184,street,0.32535795319087313
116,14,43,highway,0.11853416868959754
59,46,65,highway,0.3801490328101498
91,2,170,street,0.8203562550559419
103,20,167,street,0.648234987945385
106,73,169,highway,0.41900400921109127
17,31,111,street,0.9663377631205932
42,14,41,highway,0.681068346650512
102,41,62,highway,0.7539883763183339
106,30,70,street,0.5265067399425795
78,119,171,highway,0.3449809806691939
96,110,13,street,0.8810328486025842
33,6,185,highway,0.3679662855895415
18,31,113,highway,0.8505144464888656
76,12,74,highway,0.8648753046281491
22,119,116,street,0.14296296366950145
5,10,100,highway,0.42638800668120547
1,52,99,street,0.31809093187908355
119,17,38,highway,0.8643598604788356
9,2,200,highway,0.0503844717526708
52,17,15,highway,0.6755030865787212
90,10,147,street,0.04445674245218001
48,70,12,highway,0.4507175572230506
95,67,101,highway,0.09371341915539066
54,15,45,highway,0.8926354338960734
33,48,27,highway,0.6901625586294281
59,109,63,highway,0.5904044751049411
46,12,102,highway,0.5021501556039495
108,49,189,highway,0.5816529511760429
95,48,151,highway,0.463048266600399
87,81,170,street,0.7727211234662426
50,10,114,street,0.8985029525966001
60,48,154,street,0.07620811345123191
5,79,184,highway,0.9849203508652441
65,8,140,street,0.5004387511862628
99,88,119,street,0.6529905775436591
70,8,125,highway,0.5317054095068314
20,117,100,street,0.6254133541848338
80,83,128,street,0.10876839198272303
113,91,113,street,0.1831904537486746
47,0,5,street,0.795908664632489
96,6,83,highway,0.7564214189926504
82,18,52,highway,0.9593887368628791
37,109,186,street,0.31953403263267854
89,102,98,highway,0.5269963620590817
42,28,104,street,0.7586758060985377
36,46,136,street,0.4512022558363349
117,87,189,highway,0.966611227691717
64,90,166,highway,0.7483717699931138
34,58,133,street,0.8093004448794201
2,116,132,highway,0.35706775688424597
59,105,11,highway,0.6066360537899675
10,88,55,street,0.017104471071453076
38,117,36,street,0.7572129810757767
60,65,143,street,0.668580678998375
13,62,157,street,0.0024146635545849726
84,35,88,highway,0.3515105581431064
54,62,200,street,0.9138729058022027
42,58,63,highway,0.45997154792210426
2,75,116,street,0.9296179070943956
9,89,69,street,0.06608836208396585
94,80,168,highway,0.9722400150666128
110,49,15,street,0.3848941616181881
33,114,129,highway,0.6920409218800952
79,26,57,highway,0.015999823414627357
56,36,93,highway,0.9356951855853005
112,111,111,street,0.7995670213199025
0,98,65,street,0.22610730102955645
74,28,143,highway,0.8319226028758088
45,48,66,street,0.574773930660936
33,108,3,street,0.2546451796269886
82,31,179,highway,0.7898430702954068
117,77,185,street,0.011660161985150075
3,83,189,highway,0.1684250626577657
27,73,187,highway,0.842727664040559
10,43,125,street,0.40004863065719687
105,97,174,highway,0.20047751075200493
62,24,9,highway,0.16054454009770036
20,5,22,street,0.03914642960664427
93,29,101,street,0.9976349735697717
92,88,89,street,0.8682956729466518
2,1,111,street,0.4294694651822769
46,50,3,street,0.048257458558180755
40,50,85,highway,0.9101292841428947
61,3,180,street,0.3481129439037488
24,35,80,highway,0.9264380661843769
86,15,73,street,0.6944979919571134
13,74,39,street,0.5605964214498156
76,86,131,street,0.11238271460333238
58,105,38,highway,0.5426845865107036
9,7,170,street,0.932439756818058
8,2,1,street,0.26156139163647363
84,33,87,highway,0.5322117728327002
103,37,156,street,0.97972942055748
84,51,14,street,0.9459737711528611
87,100,101,highway,0.7554304473638869
79,80,80,street,0.29693898846633915
13,4,145,street,0.7841167893279388
59,44,198,street,0.9044494246862281
39,111,173,highway,0.8036869278199987
82,96,87,street,0.14051587467627313
98,27,195,highway,0.0271674031666278
35,3,126,highway,0.31246016902363427
18,13,165,street,0.14142201499750284
80,71,197,street,0.6519988213757508
14,108,52,street,0.6968029723781506
68,81,132,highway,0.32664199902727187
97,59,100,highway,0.11970758479501642
51,19,114,street,0.8291827254435802
119,31,93,highway,0.8917548271758413
7,62,110,highway,0.9476710501762791
101,8,140,highway,0.5002719042295396
33,12,168,highway,0.9005710595427601
100,73,151,highway,0.2501594359860325
73,26,137,street,0.7233413883309175
66,94,84,highway,0.4501406681693504
46,0,58,highway,0.8014222695342994
103,48,121,street,0.4359418652201086
105,6,91,highway,0.858139554534322
105,99,8,street,0.7284317821848619
86,24,194,highway,0.9811021798417395
7,89,114,street,0.06497163425457064
100,101,111,highway,0.984340838767293
116,10,70,highway,0.6061862156454362
94,82,149,highway,0.9349076658805122
12,106,42,highway,0.07590814223370712
89,67,120,highway,0.21312676511524364
14,54,1,street,0.3474490334004572
21,59,180,highway,0.796591461213284
91,41,14,highway,0.46582664677341845
84,5,155,street,0.4359670244002479
31,55,157,street,0.46123801021546407
94,52,94,street,0.05005077302778982
86,6,89,highway,0.755911800378343
32,66,37,street,0.1461366960121998
103,85,128,street,0.8160448059382551
23,68,85,street,0.13329214743901685
108,17,49,highway,0.48856847910170287
15,60,93,street,0.35343064756619846
58,78,178,highway,0.19282189745504097
94,21,54,street,0.7518286447233461
116,50,74,street,0.6786979850829098
8,59,72,highway,0.5023961987578963
64,82,108,street,0.5701431136225938
83,46,92,highway,0.9666038800909187
3,51,130,highway,0.8449998040809921
72,50,106,street,0.315685075600336
87,40,148,street,0.1488694144388495
66,64,133,highway,0.14456226844157583
57,97,113,highway,0.6447216358936677
41,115,200,street,0.2739698595783733
95,18,77,highway,0.26965514786644473
38,109,86,street,0.7598199027788521
100,73,143,street,0.2907330292863809
16,102,147,highway,0.09254712925907138
68,31,119,highway,0.3041958149435533
95,70,179,highway,0.3844779886673634
30,14,173,street,0.6924314811375077
64,66,81,highway,0.06470810369581825
85,21,23,street,0.14687790929639877
103,82,48,highway,0.3697369645575129
74,66,41,street,0.1495087660389406
19,104,133,highway,0.7360432030424184
8,23,68,street,0.14815942417800299
42,89,63,street,0.5668373625396893
23,36,39,street,0.5212802060806656
31,100,98,street,0.4136724364566594
107,118,93,highway,0.701586707033919
11,106,87,highway,0.022589826109739253
104,7,198,street,0.5265168195506621
96,92,103,street,0.9589486998370069
53,34,117,street,0.2776917782910103
39,97,120,street,0.7342731167923883
92,94,88,street,0.3774255146075264
41,114,140,street,0.9957017307962627
57,6,127,street,0.43302162985341275
36,120,52,highway,0.5017366928601724
53,111,100,highway,0.6881929737079404
34,39,31,highway,0.42461216089952103
118,62,105,street,0.7537539798281004
36,88,4,highway,0.102168926786953
98,71,125,highway,0.12743930427467665
