u,v,weight,transport_type,risk
22,56,8,rail,2
36,66,62,road,3
43,10,36,road,3
56,31,90,rail,4
65,23,9,rail,5
61,51,43,rail,2
28,38,114,air,1
55,8,46,road,1
22,30,80,road,5
39,21,93,rail,4
37,48,103,road,2
68,33,66,rail,2
38,48,127,rail,2
49,29,116,rail,3
2,29,124,air,4
59,25,32,air,2
48,50,20,air,2
63,69,139,road,4
68,25,75,air,4
62,0,111,road,3
54,6,126,rail,2
33,14,78,road,2
61,13,8,rail,5
51,70,97,road,2
50,38,55,air,2
28,9,69,road,5
60,10,42,rail,1
11,40,75,air,1
14,51,52,air,5
17,67,8,rail,4
38,4,115,air,2
64,69,39,air,1
20,56,44,road,1
17,5,130,rail,2
25,33,54,road,2
21,27,103,road,3
13,70,110,road,4
1,65,27,rail,1
17,43,6,road,4
13,68,114,road,3
10,9,24,road,4
10,55,33,road,3
39,70,51,road,4
15,12,79,rail,3
61,17,21,rail,2
8,70,75,road,3
61,6,36,rail,3
70,14,86,rail,3
21,7,54,rail,1
39,41,10,air,1
47,29,44,road,2
30,54,81,air,4
21,22,66,road,4
65,20,147,road,4
40,70,98,road,1
33,2,134,rail,4
14,66,118,rail,1
69,40,142,rail,4
45,25,122,rail,1
23,60,93,rail,1
34,58,8,air,1
40,22,27,air,1
15,17,102,road,4
51,2,88,air,1
21,35,132,road,3
51,2,145,road,1
23,43,90,air,3
54,57,110,road,5
29,46,6,road,1
3,17,26,rail,3
40,66,52,road,1
1,20,65,rail,3
0,24,135,road,5
12,22,108,road,2
30,14,44,road,4
60,31,6,air,1
65,42,111,rail,3
70,23,71,air,3
21,27,37,rail,4
5,21,123,air,4
47,66,47,road,3
2,50,17,air,4
8,7,131,air,1
48,28,134,rail,1
28,13,89,road,2
1,24,35,air,5
30,8,79,air,5
1,54,9,road,5
3,27,95,air,5
36,46,83,road,3
36,6,117,rail,2
39,22,44,road,4
38,26,7,road,4
51,20,61,rail,5
69,27,79,road,1
60,36,67,rail,5
49,2,111,road,5
3,14,13,air,2
3,69,61,rail,1
21,47,50,rail,1
69,38,83,road,1
59,0,141,rail,3
52,1,112,road,2
10,19,109,rail,1
39,20,147,air,3
23,70,109,road,5
16,41,75,air,4
61,56,7,air,1
49,10,99,air,3
56,66,142,rail,1
41,54,34,rail,1
32,57,38,air,2
59,51,32,air,1
64,70,29,air,2
22,12,127,rail,5
62,7,16,rail,2
42,55,24,air,4
26,32,144,road,5
33,61,82,air,5
64,5,113,air,2
10,67,10,rail,2
40,48,6,air,3
46,16,113,rail,2
10,17,100,rail,5
2,48,66,road,5
69,26,29,road,2
58,57,82,road,4
24,48,136,rail,2
16,19,123,air,3
53,20,81,air,2
20,10,39,road,4
66,47,34,road,2
23,27,140,rail,4
38,16,144,road,2
42,18,8,air,5
54,5,46,road,3
49,55,113,rail,4
62,5,106,rail,3
36,46,55,road,5
20,42,41,rail,1
2,62,9,air,3
46,67,36,road,1
27,3,82,road,3
30,62,105,road,4
1,4,126,road,1
21,25,40,rail,1
37,46,103,rail,1
64,41,14,air,5
61,43,83,road,2
61,60,28,air,5
14,39,38,rail,5
64,13,4,road,2
20,68,74,road,5
69,35,3,air,1
31,48,124,rail,4
67,17,130,rail,3
68,33,62,air,5
47,48,104,road,1
22,26,127,road,3
19,50,42,road,5
36,23,121,rail,1
25,11,128,air,3
5,29,25,air,2
24,40,11,air,1
47,46,87,air,4
27,22,119,rail,1
17,48,2,rail,4
40,25,24,air,2
15,50,138,rail,1
31,10,120,road,3
18,29,139,rail,4
21,41,38,road,2
6,57,30,rail,2
30,20,133,road,1
5,58,115,air,4
3,46,23,rail,3
15,53,3,road,3
13,26,121,rail,5
20,22,30,rail,2
48,53,85,rail,1
63,3,110,road,5
61,27,99,road,5
8,15,123,air,5
3,41,28,air,3
33,3,57,rail,3
24,49,41,rail,3
35,38,6,rail,1
4,7,3,road,1
9,27,91,road,1
29,18,96,road,5
66,67,121,rail,5
43,1,92,air,2
57,46,75,road,3
48,45,16,air,2
8,12,10,rail,3
23,57,109,road,5
57,40,64,rail,3
33,64,66,air,2
63,29,137,rail,5
49,28,51,air,2
42,25,141,road,4
59,62,7,air,5
52,62,57,rail,4
0,51,19,rail,1
34,14,127,road,4
35,31,50,road,2
54,50,7,rail,1
51,40,64,road,1
9,42,12,air,2
18,45,130,rail,4
7,27,14,air,2
51,26,127,road,2
51,41,74,road,2
22,34,130,road,4
26,32,45,road,3
55,46,128,rail,4
31,36,68,road,1
53,26,43,rail,2
18,58,44,rail,5
33,39,123,rail,4
27,30,125,rail,2
32,54,55,air,4
33,44,62,rail,3
54,67,144,air,4
0,8,49,air,4
0,63,49,air,1
31,49,120,rail,2
1,32,124,rail,2
44,9,94,air,5
40,59,110,road,5
26,46,93,rail,4
32,7,132,air,3
44,41,109,rail,5
47,66,44,air,4
70,62,93,road,2
4,8,23,rail,5
19,15,131,rail,3
32,70,94,air,1
53,7,88,air,1
50,11,62,air,5
24,22,149,rail,5
24,37,30,road,4
50,44,125,air,1
28,44,63,rail,5
4,32,24,road,4
67,4,142,rail,2
69,39,100,rail,3
1,24,8,air,5
61,14,46,rail,4
20,58,20,air,4
59,33,35,rail,3
44,46,108,air,5
49,34,64,road,2
56,5,48,air,5
20,34,50,air,4
30,19,52,rail,3
1,40,124,air,3
59,11,105,rail,4
60,7,12,air,4
38,33,98,air,4
15,19,44,road,2
31,37,32,rail,3
25,46,111,rail,5
0,6,59,road,2
41,66,42,air,3
46,40,54,air,5
30,2,23,rail,4
17,57,94,air,2
69,54,21,air,5
49,14,144,road,5
5,8,116,road,3
41,32,90,rail,2
9,51,115,air,2
46,52,79,rail,4
27,50,103,air,2
53,30,62,rail,5
25,36,13,air,3
32,7,23,rail,4
57,50,116,air,2
39,48,106,rail,3
68,36,103,road,2
21,52,36,rail,4
8,49,127,road,1
4,26,28,rail,2
29,45,23,air,2
20,47,111,road,1
19,70,76,rail,1
42,55,117,air,2
37,32,35,air,3
43,0,25,air,5
65,10,39,air,2
23,60,99,rail,1
9,55,103,rail,3
24,7,105,road,1
26,32,82,air,3
38,33,108,road,3
35,22,20,road,4
60,19,29,rail,4
52,44,75,road,5
47,63,141,road,2
70,44,90,rail,2
49,35,10,road,3
24,28,145,road,1
14,22,117,air,2
20,56,66,rail,2
66,60,92,air,5
56,40,129,air,4
39,69,145,road,2
36,38,110,road,2
69,35,49,road,2
21,35,82,rail,4
56,66,99,rail,4
59,39,15,air,4
34,26,120,road,2
17,38,20,rail,1
35,53,74,road,2
11,2,111,rail,5
14,18,25,air,5
64,70,133,rail,1
39,69,64,air,4
5,59,83,road,4
22,21,148,air,1
52,1,70,rail,1
62,16,99,road,1
49,32,113,rail,4
51,37,91,rail,4
30,36,18,air,5
24,70,1,rail,3
9,36,140,rail,3
11,41,88,road,4
59,32,68,road,2
3,21,72,road,4
35,0,4,air,4
49,6,67,road,3
21,50,17,road,2
8,49,52,rail,2
46,59,140,air,1
28,5,63,road,2
29,41,147,rail,3
29,13,81,road,1
7,35,24,air,2
36,27,101,rail,3
18,3,71,rail,2
32,64,66,air,2
70,24,43,air,2
62,21,46,air,4
29,33,24,air,5
2,49,150,rail,1
67,36,29,rail,2
26,45,77,rail,5
51,39,43,road,3
46,32,110,air,5
39,26,123,rail,4
32,57,111,rail,3
50,64,11,air,1
38,67,65,air,2
10,7,101,rail,5
25,21,47,air,5
13,49,102,rail,2
54,39,33,air,5
30,65,32,rail,1
59,16,120,rail,3
9,67,10,air,3
39,20,126,rail,4
41,5,61,rail,2
36,33,144,air,1
10,66,131,air,2
59,2,93,rail,3
51,45,91,road,3
31,43,59,road,2
59,7,46,road,3
42,13,133,air,4
11,7,131,air,4
33,13,110,road,1
50,49,37,air,2
48,5,145,air,2
2,0,19,rail,3
30,63,145,air,5
15,66,10,road,1
43,35,1,road,1
51,59,150,air,1
25,47,79,air,1
50,68,140,road,4
23,10,32,road,1
30,1,39,rail,5
39,48,96,road,4
56,35,75,rail,4
41,43,103,air,4
70,2,71,air,3
3,21,31,rail,5
1,63,138,rail,5
40,45,148,road,3
25,15,10,air,1
2,8,5,air,1
42,30,144,rail,3
53,57,128,road,3
48,36,135,road,2
6,54,134,road,1
62,11,143,rail,3
1,57,146,road,4
46,56,8,rail,2
68,69,106,air,4
57,53,99,air,1
63,13,32,road,2
57,22,135,rail,1
21,6,43,air,5
21,61,77,road,1
8,65,89,rail,5
59,53,87,rail,4
43,5,50,rail,4
26,6,95,road,3
12,4,37,rail,2
47,4,56,air,1
63,2,123,road,1
65,67,92,road,4
62,33,139,air,2
27,38,54,air,5
69,6,115,air,5
1,16,76,road,5
5,57,96,road,4
34,46,114,road,3
23,49,122,rail,4
53,11,140,road,1
31,6,56,air,3
35,64,31,air,3
16,29,95,road,3
10,37,148,air,5
64,35,76,road,4
63,0,106,road,3
2,55,25,road,2
39,43,116,road,1
38,16,21,rail,1
58,57,8,road,4
33,9,144,rail,1
28,18,19,road,2
60,27,63,air,2
64,44,119,air,3
3,32,107,road,2
56,9,24,road,5
31,9,117,road,4
35,3,62,air,2
1,34,42,air,1
52,20,52,road,1
64,27,91,rail,3
3,70,94,road,1
66,59,2,road,2
40,33,12,road,3
27,12,51,air,2
25,16,74,road,4
51,42,16,air,3
50,56,105,rail,5
9,16,129,rail,2
22,24,58,road,2
5,19,47,road,5
11,29,34,road,3
7,65,58,air,2
37,52,50,road,4
64,23,7,rail,1
54,17,23,air,4
46,22,102,air,4
13,12,146,air,5
33,10,143,rail,1
40,70,127,air,4
15,10,119,air,5
6,29,74,air,4
0,33,8,air,2
45,70,3,rail,5
22,14,36,air,3
12,50,94,road,3
3,48,145,rail,4
56,8,73,rail,1
28,25,35,air,5
14,69,3,rail,3
17,22,79,road,4
52,13,14,air,1
52,67,27,air,2
55,66,84,rail,4
37,54,2,road,1
42,40,78,rail,4
7,37,77,air,5
1,16,63,rail,2
43,67,30,air,3
17,19,102,road,1
33,43,25,air,2
33,51,148,air,1
37,67,70,air,2
50,30,35,road,1
23,28,4,road,1
53,10,59,rail,4
65,69,40,rail,4
35,51,102,rail,2
51,23,79,rail,2
53,8,32,rail,1
3,40,129,air,3
43,45,39,rail,4
5,7,105,air,3
46,24,8,rail,1
22,34,140,air,5
64,31,75,air,3
0,9,128,air,1
19,17,75,rail,5
35,45,54,rail,4
39,6,16,air,5
30,52,62,rail,2
46,10,108,road,2
3,26,14,road,4
12,6,87,road,4
38,54,48,road,5
41,50,82,rail,3
35,10,5,rail,2
59,64,129,air,3
34,41,144,air,2
24,5,15,rail,4
0,18,33,air,2
45,40,148,rail,4
12,54,15,road,4
26,68,31,road,4
13,2,124,road,1
46,36,96,road,4
1,9,27,rail,2
54,12,38,rail,5
31,19,1,rail,1
45,23,34,rail,3
58,50,21,road,2
20,35,147,air,2
47,24,45,road,4
67,6,140,air,3
11,29,58,rail,2
40,48,99,air,3
1,15,99,rail,1
30,58,25,rail,5
8,63,13,rail,5
21,18,80,air,4
37,0,145,road,2
50,44,48,rail,5
45,50,3,rail,2
32,43,56,road,1
51,40,55,rail,1
66,22,138,rail,3
63,64,124,air,5
12,24,64,air,3
44,22,72,road,2
13,51,51,air,1
44,41,56,rail,3
22,8,35,rail,4
32,23,32,rail,2
18,63,84,rail,3
34,48,3,air,3
5,70,10,air,3
17,57,47,air,4
64,19,148,road,4
2,8,51,air,5
26,29,148,rail,1
70,39,7,road,2
39,4,114,road,4
52,6,34,road,1
50,29,71,rail,5
34,11,82,air,3
19,58,108,air,3
24,32,29,road,2
11,47,114,air,4
13,6,149,rail,5
1,54,2,rail,4
6,44,94,road,4
21,12,74,road,5
67,38,7,road,2
16,12,52,rail,4
62,23,65,rail,4
44,67,145,road,2
48,63,111,road,1
29,41,130,air,2
32,21,36,rail,5
17,61,146,air,3
2,62,141,rail,5
48,53,56,road,2
49,9,98,air,3
15,46,60,rail,3
15,20,5,road,3
39,23,35,rail,2
28,68,76,air,3
1,54,107,rail,2
14,33,130,road,3
6,26,28,road,2
16,3,36,road,4
14,59,57,road,4
4,51,2,road,2
35,55,43,road,4
14,5,33,road,1
59,26,57,road,3
61,52,71,air,2
33,46,95,rail,4
42,1,60,air,2
35,69,49,rail,1
57,27,129,rail,4
17,49,116,rail,3
48,1,94,air,2
1,19,121,road,5
65,32,26,rail,4
5,23,130,rail,3
16,58,20,rail,2
2,29,44,road,2
25,13,134,road,1
26,1,85,air,2
16,14,125,rail,1
3,46,64,rail,2
19,47,26,road,5
14,25,23,air,1
9,43,24,road,4
3,47,102,air,3
54,44,113,rail,2
57,32,46,rail,2
43,62,11,rail,2
26,65,94,road,3
61,32,49,rail,4
48,31,46,air,1
11,59,7,road,1
23,5,87,rail,1
69,66,101,road,2
30,54,134,road,1
14,56,43,road,4
13,54,127,road,2
37,15,128,rail,4
55,12,19,road,4
51,45,144,rail,2
69,3,32,road,3
64,57,20,rail,3
23,0,34,road,4
65,68,53,air,1
18,8,138,air,5
33,59,128,road,4
32,66,78,air,1
24,25,22,rail,5
68,3,104,air,2
14,66,27,rail,3
25,21,66,rail,2
2,41,146,air,1
53,62,30,air,4
64,47,45,rail,5
23,2,130,air,1
53,8,92,road,1
54,44,23,road,1
21,58,100,air,2
26,48,74,road,4
3,32,54,air,5
5,40,23,air,2
21,57,50,road,5
16,56,129,air,3
34,7,5,rail,2
57,16,90,rail,4
55,18,106,rail,2
27,49,119,air,2
13,15,122,rail,3
30,35,106,rail,4
61,54,24,road,5
28,9,30,road,5
39,20,65,air,4
21,33,31,road,5
5,8,25,rail,5
3,62,49,road,3
23,42,144,rail,1
37,53,86,air,4
15,14,64,air,5
4,44,117,road,4
69,30,120,road,3
69,4,13,air,3
4,68,76,rail,3
62,19,130,road,1
45,68,112,air,1
60,61,34,rail,4
8,23,148,rail,2
17,66,105,road,5
16,43,99,air,2
10,46,72,air,2
20,38,6,rail,5
28,26,61,air,1
19,34,37,road,4
66,11,86,road,3
53,28,61,road,4
41,53,115,rail,3
67,18,61,air,1
65,0,15,air,2
40,67,21,air,2
21,68,46,road,3
20,19,8,road,2
48,62,12,rail,2
38,5,146,air,1
15,60,53,road,2
22,4,68,road,2
6,33,110,air,1
37,50,9,rail,3
48,51,79,rail,2
40,31,57,air,5
68,13,92,road,3
64,26,34,air,1
51,48,33,rail,3
51,67,103,air,1
32,23,130,air,3
67,33,98,road,5
44,22,27,rail,5
37,18,108,air,3
56,48,77,rail,5
1,60,19,rail,1
13,24,63,road,3
56,5,64,road,2
60,23,7,rail,2
36,21,98,rail,1
31,10,95,road,3
40,22,60,air,3
21,61,62,road,4
22,42,63,rail,2
36,67,127,rail,5
43,6,18,road,3
42,51,57,rail,4
17,60,76,road,1
51,32,33,rail,4
46,15,6,rail,4
12,62,140,rail,4
22,9,90,air,5
8,33,85,rail,2
46,3,63,rail,2
8,55,76,road,4
16,42,31,road,4
23,40,60,road,2
39,54,70,rail,5
22,37,117,road,3
60,56,10,air,2
59,37,131,rail,4
2,9,139,rail,5
10,42,67,road,5
61,46,32,road,1
60,66,115,road,5
30,39,62,rail,3
64,27,8,road,5
40,23,90,air,2
23,69,105,air,5
10,25,26,road,5
8,43,59,air,3
23,43,112,air,2
15,29,30,road,5
49,63,46,road,4
13,51,109,air,5
43,21,25,rail,1
7,1,73,road,2
34,36,33,air,5
14,43,32,rail,3
13,33,113,air,4
8,13,31,air,2
56,58,120,rail,1
59,33,90,rail,2
35,13,72,road,1
38,45,84,air,3
7,46,87,road,4
65,0,44,rail,3
70,60,99,air,1
40,29,118,road,3
37,4,107,road,2
49,25,86,rail,1
29,16,46,road,4
67,47,145,road,1
61,65,34,rail,4
4,14,106,rail,4
3,56,21,road,4
43,8,44,road,2
46,20,31,rail,1
21,11,115,air,5
63,30,69,rail,1
44,14,52,road,1
31,3,90,air,3
14,26,22,road,4
62,50,52,road,3
46,61,118,rail,5
51,66,96,air,5
21,26,48,road,2
39,66,11,rail,3
43,33,30,road,5
47,61,107,air,2
17,56,36,air,3
0,17,49,rail,1
50,32,150,rail,5
30,0,7,air,3
66,31,16,road,3
32,64,57,rail,1
30,5,65,rail,4
51,63,2,air,5
37,23,110,road,3
15,41,150,road,3
63,16,66,rail,1
3,27,132,air,3
32,49,119,rail,3
43,66,119,rail,5
40,4,39,road,1
66,59,86,rail,4
53,36,33,rail,2
26,44,112,rail,5
59,32,63,road,5
70,21,77,air,5
33,15,115,road,3
26,27,119,air,4
56,16,47,road,5
56,67,41,road,2
61,27,60,road,5
45,8,129,road,5
55,29,142,road,1
70,26,119,rail,2
48,8,29,road,3
60,13,109,road,5
62,55,28,air,4
56,58,71,rail,4
9,52,48,air,4
20,43,133,rail,5
46,56,139,air,5
59,27,144,road,1
4,43,51,air,1
11,8,31,rail,5
20,1,37,road,1
1,7,39,rail,5
57,65,130,rail,2
35,65,27,road,4
29,55,90,air,3
62,9,3,air,1
26,42,22,rail,3
53,5,109,road,3
58,61,96,road,5
15,7,97,rail,3
60,69,99,road,3
19,28,11,road,4
25,47,34,road,5
70,44,12,road,3
51,3,93,rail,4
22,31,53,road,3
45,58,58,air,2
2,52,66,rail,2
70,54,134,air,3
55,66,93,air,3
65,69,93,rail,2
5,42,43,road,1
42,37,17,rail,2
22,14,142,road,4
11,7,70,road,1
0,59,12,rail,3
7,51,133,air,2
55,69,124,road,3
28,18,123,air,2
10,6,67,road,3
50,62,75,rail,1
7,59,52,rail,4
5,61,81,rail,4
57,18,33,air,2
55,65,97,rail,4
67,24,53,air,3
58,12,135,rail,5
5,64,59,road,4
15,21,120,rail,1
33,58,9,air,4
61,38,107,air,3
64,3,14,road,2
39,57,31,air,3
56,62,90,air,3
27,31,32,air,1
2,31,61,air,2
63,53,70,road,4
36,17,30,air,2
39,65,72,air,3
17,61,96,road,4
38,39,47,road,5
56,55,74,rail,4
22,32,101,rail,1
46,21,87,rail,3
65,46,115,rail,2
50,21,45,road,2
56,40,101,road,1
19,23,123,road,3
67,60,119,rail,3
68,42,119,road,2
62,58,110,air,2
70,8,81,rail,1
51,3,140,road,5
2,44,13,road,4
15,4,140,air,2
53,32,24,air,5
33,67,76,air,4
66,5,17,rail,3
49,45,139,road,1
60,21,95,air,1
14,60,8,rail,4
10,16,101,road,2
17,34,115,road,3
20,28,132,air,1
20,42,35,air,2
22,69,58,rail,4
5,45,19,road,3
48,28,111,road,5
18,44,66,air,4
21,41,103,road,4
8,51,139,rail,1
3,52,93,rail,2
28,4,128,rail,1
59,67,140,air,3
8,45,135,rail,2
37,42,113,air,4
55,5,37,air,1
43,1,36,air,5
8,11,100,road,1
70,35,61,air,5
10,59,94,air,2
37,43,93,rail,3
60,18,76,road,4
62,26,50,road,3
48,69,64,rail,3
32,62,68,rail,2
14,22,145,road,5
21,34,97,road,3
54,34,40,road,5
54,3,75,road,1
20,53,69,rail,3
15,35,37,road,3
53,43,147,rail,4
10,64,2,air,1
0,10,75,air,4
14,0,45,air,3
12,48,23,road,4
1,4,1,road,1
52,28,124,air,3
22,20,56,road,5
34,64,96,rail,1
15,58,84,air,3
30,21,2,rail,2
22,10,37,rail,4
22,5,90,rail,4
60,68,134,rail,1
56,13,136,air,1
32,8,112,air,3
15,66,113,road,3
15,64,118,road,5
16,5,32,rail,3
64,14,150,road,1
63,70,58,rail,1
2,40,46,rail,4
68,53,138,road,4
61,12,96,road,3
11,27,42,air,3
45,31,125,rail,4
4,8,115,air,1
36,4,7,rail,1
13,42,13,road,5
28,41,2,road,2
68,3,28,air,4
52,44,6,road,4
2,55,147,air,5
21,5,83,road,3
21,24,107,air,2
34,38,76,air,3
67,54,64,rail,5
40,32,9,rail,4
17,3,33,road,3
45,33,63,road,2
22,51,130,rail,3
18,24,50,road,1
43,2,49,road,5
48,21,81,road,3
16,54,107,rail,1
70,58,40,road,1
35,37,62,air,1
43,39,101,rail,5
60,0,94,rail,5
2,56,91,rail,4
6,25,147,road,2
57,50,44,road,4
46,48,39,road,5
23,50,47,rail,3
14,11,22,road,4
46,55,6,rail,5
60,4,73,air,5
68,33,5,air,5
5,63,132,air,3
59,64,69,rail,2
27,55,77,road,2
32,47,58,rail,2
35,39,60,road,2
44,2,144,air,2
38,58,64,rail,5
59,57,77,road,4
64,21,68,rail,1
28,68,116,air,4
42,2,7,road,5
68,38,88,rail,5
53,33,66,rail,4
36,0,19,rail,4
33,24,85,rail,4
15,21,58,rail,4
8,43,19,rail,5
67,31,36,air,3
26,36,121,air,5
9,36,1,rail,2
57,6,123,road,5
10,68,95,road,1
17,12,144,air,5
16,64,36,road,1
35,53,27,road,3
17,56,98,road,1
69,16,128,air,3
56,50,51,road,2
20,45,126,road,1
42,57,44,rail,3
1,64,148,air,4
58,57,4,road,5
3,12,108,rail,2
62,66,131,rail,4
50,15,79,rail,1
56,35,150,rail,3
43,26,86,rail,1
45,20,133,air,4
31,68,120,air,4
15,39,56,road,4
38,4,59,rail,5
52,54,125,air,4
2,39,95,road,2
32,8,55,rail,3
69,62,58,rail,4
26,14,112,road,2
54,6,95,road,5
52,54,130,rail,4
59,69,6,rail,5
66,12,103,rail,1
0,10,29,air,1
27,15,100,air,2
7,20,132,rail,3
6,62,32,road,2
54,66,50,road,4
22,18,24,air,4
4,67,64,rail,1
31,12,1,air,2
44,58,108,road,5
48,60,15,air,1
25,39,113,road,2
62,54,73,road,5
61,63,52,road,5
61,15,31,air,2
19,52,103,road,3
21,34,129,road,5
16,52,120,road,1
30,24,116,air,1
70,27,24,rail,1
54,4,109,rail,5
40,65,78,rail,3
39,68,130,air,2
19,45,80,road,2
53,51,65,road,5
67,32,3,rail,4
30,36,124,air,2
21,50,128,air,2
68,31,48,road,1
69,9,24,air,4
21,64,22,road,4
47,14,117,rail,4
51,12,127,road,4
59,13,145,rail,1
38,61,106,rail,1
53,23,38,air,4
40,69,137,road,5
24,67,148,air,4
0,28,99,rail,2
9,0,77,rail,1
70,44,18,air,4
66,47,88,air,2
0,69,40,rail,3
27,19,19,road,5
54,7,145,rail,5
32,2,28,air,3
4,69,112,road,2
58,37,84,air,3
5,3,105,air,5
10,8,140,rail,4
41,13,14,rail,3
65,26,110,rail,5
37,54,145,rail,2
13,12,61,road,1
38,61,108,air,4
10,53,5,road,1
8,0,99,road,5
40,21,138,air,2
12,54,116,air,4
40,15,103,rail,5
52,14,121,road,2
12,70,86,rail,5
61,42,64,road,5
47,41,116,air,4
38,9,53,rail,3
45,69,121,rail,2
15,45,83,air,2
22,53,100,rail,5
20,45,5,air,5
20,39,47,rail,3
61,9,135,air,4
3,54,12,air,3
45,59,67,road,1
39,46,41,air,2
41,13,1,rail,5
13,58,112,road,3
5,1,59,road,2
68,2,93,road,2
9,49,143,air,1
24,51,68,road,1
1,21,134,rail,3
15,6,127,rail,3
1,62,1,rail,5
23,43,128,road,4
48,21,120,road,1
34,58,89,road,4
37,50,81,road,1
45,23,116,rail,4
11,21,130,rail,1
66,35,149,air,5
36,23,46,air,1
25,40,32,road,3
47,69,86,rail,4
67,53,35,road,3
16,19,40,road,2
4,46,22,rail,2
46,63,104,road,3
18,70,40,road,3
46,26,115,road,1
6,35,111,air,5
48,52,8,rail,4
54,65,52,rail,1
38,64,110,rail,1
41,4,44,rail,3
32,31,76,air,1
49,19,134,road,1
14,60,144,road,1
23,19,109,road,4
59,65,119,road,3
27,11,39,rail,3
62,52,91,road,2
50,32,35,road,5
18,0,150,rail,3
42,53,74,road,4
5,29,92,air,5
23,27,52,road,3
12,19,97,rail,1
67,26,59,rail,4
59,14,9,rail,3
62,26,114,air,2
64,29,10,road,4
60,9,12,road,1
48,60,138,road,3
29,52,65,rail,5
31,1,26,road,4
70,33,54,rail,5
10,50,9,air,2
42,13,138,air,5
49,38,135,air,4
40,0,51,rail,4
47,38,81,road,4
32,42,85,air,2
15,55,26,air,5
56,60,23,air,1
8,35,92,road,1
2,45,62,rail,3
59,62,98,rail,2
30,66,7,air,3
34,47,16,rail,4
28,46,81,air,4
6,11,106,rail,4
54,55,78,road,3
25,64,59,air,3
47,64,35,road,5
45,35,25,road,1
66,56,123,rail,2
0,28,57,air,1
64,68,79,air,4
53,33,50,road,4
25,58,51,rail,2
42,39,49,rail,2
43,69,52,air,5
17,39,8,air,3
40,32,41,air,2
24,64,1,rail,4
37,53,34,rail,4
62,19,114,road,2
62,41,49,air,3
3,11,139,air,5
16,67,4,air,2
23,65,80,air,4
37,65,6,road,1
61,2,94,rail,5
48,69,123,air,3
16,62,62,air,1
49,21,128,road,1
36,11,29,rail,4
14,25,116,road,1
38,49,131,rail,4
6,29,79,air,1
68,8,80,road,2
51,61,99,rail,5
35,42,91,road,1
19,37,31,road,5
42,47,35,rail,5
8,10,124,rail,5
64,29,31,air,3
31,59,88,rail,1
65,38,11,road,5
69,18,64,rail,3
11,17,54,road,2
53,32,149,rail,5
67,62,56,rail,3
37,1,145,road,1
15,46,145,rail,5
55,64,126,air,4
30,9,84,road,5
57,61,56,air,5
62,49,95,air,1
69,19,145,rail,5
63,25,80,road,1
16,65,66,rail,4
18,1,60,road,2
21,19,101,road,4
11,29,99,road,4
30,11,70,road,3
31,59,82,rail,1
39,3,38,road,4
21,41,87,rail,5
62,40,122,rail,4
27,34,112,road,5
68,33,27,rail,1
44,29,38,rail,5
69,17,41,rail,4
20,12,43,air,1
57,54,123,air,1
1,64,25,air,4
15,25,142,rail,3
21,37,81,rail,5
10,33,141,rail,1
3,35,76,air,3
40,57,54,air,4
61,37,124,road,4
19,56,58,road,1
33,13,137,road,3
28,67,52,road,2
45,39,89,road,2
2,25,103,road,5
69,53,142,air,3
14,25,30,rail,2
30,39,86,rail,4
15,53,126,road,4
54,26,137,road,5
19,22,80,road,5
46,69,103,air,1
43,33,131,air,4
62,16,97,road,5
44,41,76,road,3
58,5,55,road,1
42,26,6,road,2
31,3,106,road,1
40,41,144,rail,2
19,26,34,air,3
63,7,46,road,3
59,18,55,rail,3
44,1,111,air,4
43,65,89,rail,2
19,3,147,rail,5
43,0,104,air,2
62,8,49,road,3
14,55,72,air,3
50,0,24,air,4
39,33,16,rail,2
20,34,23,rail,1
8,44,140,road,1
0,9,101,rail,1
0,6,111,rail,2
37,21,147,rail,1
15,42,44,road,4
58,3,48,road,5
18,0,6,road,1
43,50,106,rail,3
27,9,61,road,4
6,12,57,rail,1
45,49,107,rail,3
38,37,92,road,5
33,51,55,road,5
11,2,86,road,3
47,65,142,rail,1
11,13,99,rail,4
33,25,102,rail,5
10,12,129,road,2
17,67,122,rail,1
23,2,103,road,4
42,7,125,road,5
60,39,58,road,5
47,60,61,air,5
48,16,20,air,1
45,33,94,road,4
22,24,76,road,3
11,19,3,air,2
46,51,111,rail,1
17,25,35,rail,5
68,24,16,rail,5
26,41,63,rail,5
8,26,49,road,4
40,16,33,road,1
17,29,139,air,5
2,7,118,air,2
40,44,28,road,3
8,44,149,air,2
57,14,147,rail,1
42,16,132,road,3
55,60,36,rail,4
49,66,89,air,3
3,48,14,air,5
44,24,93,rail,2
64,66,112,rail,1
17,52,6,road,4
70,44,129,air,5
48,39,98,road,4
55,43,68,rail,5
3,67,22,road,1
2,43,104,air,4
69,57,116,rail,5
22,27,79,road,5
70,25,97,rail,5
56,66,12,air,3
62,49,89,rail,1
48,68,82,air,4
46,55,48,road,4
51,20,58,road,3
20,65,95,rail,3
32,18,104,road,1
30,13,23,air,1
4,10,130,road,5
68,63,143,road,2
31,62,65,air,1
41,57,121,rail,3
24,37,57,rail,3
3,18,10,air,1
45,23,100,road,1
53,43,22,road,2
4,1,27,air,1
53,35,4,air,1
18,59,68,road,4
33,31,22,rail,3
66,42,82,air,3
51,30,21,air,4
44,47,24,rail,1
6,44,96,air,1
8,19,10,rail,2
68,47,69,rail,3
31,33,45,road,1
29,34,33,road,4
16,40,45,road,5
0,20,83,rail,3
16,14,126,rail,4
