segment_id,pipe_id,from_node,to_node,length_m,diameter_mm,flow_lps,pressure_bar
658,1939,72,476,1265,200,59.44,3.06
659,1070,427,390,205,400,183.78,1.78
660,1986,467,147,2188,400,66.7,5.33
661,800,401,317,2319,150,20.8,1.98
662,514,450,307,2968,250,6.63,4.93
663,1897,70,487,503,200,194.53,4.05
664,1235,317,305,2160,250,7.77,5.2
665,1452,12,284,1399,400,69.93,2.51
666,240,92,234,2528,150,102.61,4.46
667,102,16,147,2592,250,133.88,1.69
668,1105,407,53,2873,300,25.36,4.41
669,700,118,275,1772,300,199.33,5.31
670,114,334,64,1645,200,59.35,5.86
671,1902,415,450,2642,250,191.52,4.89
672,136,51,279,540,250,174.1,4.21
673,1310,7,302,592,200,107.24,2.92
674,395,238,16,1519,300,135.75,4.03
675,1235,141,138,2851,150,192.26,4.11
676,920,211,56,86,300,82.33,1.81
677,1536,65,7,2460,150,170.41,2.38
678,1597,242,30,1548,100,62.84,5.61
679,1491,154,415,1133,300,184.22,5.52
680,1942,239,278,2460,400,62.66,2.27
681,1035,308,24,306,100,152.72,3.85
682,1178,33,231,1191,100,83.31,1.47
683,1120,111,75,588,300,155.93,4.06
684,53,327,260,1532,300,103.36,3.47
685,1217,394,255,2295,400,89.2,2.79
686,861,442,104,163,200,147.03,2.39
687,1901,379,330,2924,200,21.68,4.31
688,1745,91,375,2637,400,164.52,3.63
689,1321,396,495,2344,200,192.83,2.83
690,351,1,33,2125,200,86.58,2.61
691,45,443,394,1106,250,191.84,2.8
692,588,446,278,1575,100,25.71,3.91
693,1867,207,309,2568,250,20.37,4.06
694,1022,243,87,1421,100,116.03,4.34
695,481,433,336,940,150,131.28,3.2
696,557,88,191,940,150,54.25,3.2
697,1431,296,458,2660,250,93.17,3.66
698,1772,182,318,2597,300,99.12,5.58
699,118,283,214,927,250,16.96,3.86
700,369,34,109,1997,100,70.59,1.49
701,1102,371,407,469,250,159.46,2.05
702,882,366,142,2839,100,70.36,4.39
703,1650,177,409,1302,250,71.19,2.93
704,1978,131,55,2424,100,115.21,4.52
705,432,131,328,2521,200,198.39,3.58
706,1657,300,157,1735,200,109.99,1.89
707,424,190,215,354,400,180.55,2.73
708,1586,16,134,1615,200,152.24,3.95
709,857,386,71,2720,100,125.6,4.59
710,863,150,328,869,200,54.25,2.47
711,1222,189,151,1425,100,180.76,4.64
712,1058,271,117,1152,400,158.7,2.39
713,1617,48,130,1702,250,169.0,3.39
714,611,273,113,123,300,76.52,2.42
715,1672,468,394,499,100,108.28,4.3
716,441,407,468,88,300,128.3,4.33
717,1949,3,121,461,100,32.25,4.31
718,1580,220,271,934,250,51.47,2.75
719,1263,39,184,351,150,94.26,4.29
720,1203,491,418,2598,300,48.44,3.87
721,73,435,308,2809,400,44.28,3.3
722,978,114,380,2040,400,149.49,1.14
723,444,54,464,830,100,66.17,1.81
724,506,226,360,37,400,53.66,3.61
725,760,225,124,466,200,83.2,4.39
726,795,114,83,2602,100,140.37,1.78
727,63,383,21,1184,300,21.55,3.26
728,1490,238,359,1786,200,10.02,5.21
729,1985,171,216,1585,150,20.33,2.64
730,1627,485,3,2933,300,70.73,1.79
731,1196,44,339,609,300,154.86,4.27
732,907,36,383,957,200,92.96,1.56
733,1681,127,421,1802,250,78.49,2.08
734,158,107,318,2642,100,4.63,5.53
735,516,243,442,2223,300,96.61,4.56
736,1568,388,435,2775,250,141.02,1.36
737,417,473,327,1780,200,73.74,4.66
738,1270,497,490,1850,150,177.65,4.8
739,738,363,355,2905,200,96.68,2.02
740,1604,129,172,2348,150,141.33,3.98
741,1394,251,184,1078,150,41.16,2.29
742,435,445,295,1715,250,60.63,4.4
743,299,123,66,1980,200,153.42,2.0
744,1272,482,245,2940,150,165.89,3.25
745,587,229,399,2547,250,136.88,2.07
746,981,226,443,815,100,185.99,1.85
747,1084,24,457,481,100,132.85,5.08
748,774,211,365,1638,100,136.65,5.4
749,1249,279,261,905,200,193.28,2.14
750,1702,441,18,2456,100,37.69,5.49
751,628,263,176,79,400,90.41,5.12
752,882,382,302,2385,150,145.05,2.19
753,33,278,289,376,150,112.51,2.23
754,653,51,332,1173,300,170.69,3.67
755,1834,193,39,1410,250,153.73,1.94
756,1382,398,250,1550,300,15.94,4.37
757,107,427,172,2842,250,142.32,1.51
758,1083,266,383,764,250,100.16,5.81
759,690,246,34,1984,100,33.64,2.34
760,935,73,42,2649,250,165.05,1.45
761,469,125,451,2457,400,96.99,3.6
762,789,291,347,1887,200,48.28,3.62
763,1992,202,402,1123,250,196.95,2.78
764,1151,42,392,2620,400,7.64,3.12
765,1817,386,422,1721,250,69.21,1.56
766,1695,418,203,1654,100,82.46,1.9
767,1544,198,99,2818,300,84.51,2.14
768,1902,333,376,1916,300,30.1,2.01
769,719,91,351,1534,400,97.2,2.22
770,126,409,355,2019,250,112.45,2.99
771,1172,367,69,964,200,183.71,2.8
772,1476,202,13,261,300,101.33,2.48
773,18,126,47,1578,300,119.47,2.54
774,1306,449,345,1565,100,139.31,4.42
775,1953,359,5,1410,200,6.05,4.18
776,1399,69,342,2268,400,162.13,2.54
777,21,308,127,1098,100,70.35,5.14
778,41,189,438,1574,150,121.59,2.01
779,73,481,353,750,400,156.98,4.83
780,1540,106,36,2520,400,161.53,1.83
781,1035,291,174,898,200,120.39,4.09
782,909,449,191,1515,400,49.89,2.71
783,1759,395,489,535,250,59.5,2.56
784,477,190,235,1870,150,71.74,1.59
785,838,155,1,182,250,23.84,5.91
786,1758,266,206,481,150,149.79,4.66
787,1819,412,19,1004,100,139.64,5.02
788,885,338,136,93,100,93.01,4.46
789,1773,233,5,379,300,196.13,4.08
790,223,35,456,936,200,4.07,3.17
791,1346,283,312,1767,150,133.33,2.82
792,1275,12,354,2137,150,87.16,4.35
793,1693,186,16,760,250,188.24,4.39
794,15,171,247,2900,400,147.4,4.26
795,189,412,487,255,150,190.17,5.16
796,1436,349,218,1887,150,141.32,4.76
797,424,384,50,2354,100,183.58,2.29
798,857,417,3,2875,250,80.11,3.61
799,1499,409,197,1070,250,99.59,2.88
800,802,430,393,2683,200,29.91,2.42
801,92,36,75,2281,300,34.5,1.62
802,1419,246,214,138,100,84.04,3.49
803,789,104,94,1044,300,107.97,2.75
804,227,63,150,978,250,114.35,5.59
805,1204,327,236,955,250,160.32,1.51
806,1553,251,151,202,150,29.33,1.62
807,717,438,105,2945,100,124.6,4.57
808,1341,346,387,536,100,111.34,4.17
809,1139,49,495,682,100,108.1,2.24
810,68,331,309,2725,250,112.6,2.86
811,149,495,320,463,300,154.48,2.21
812,660,332,338,941,400,139.76,5.82
813,1502,198,115,1811,300,44.47,2.03
814,692,269,159,1403,300,12.47,2.89
815,957,329,164,649,400,79.56,5.19
816,765,323,394,2647,100,141.17,2.76
817,1446,289,478,2329,200,194.15,4.67
818,945,53,25,2305,100,7.4,4.68
819,593,460,404,555,400,97.19,4.6
820,546,266,95,2231,300,78.31,5.35
821,653,484,434,1212,100,28.05,2.77
822,804,392,79,1144,300,137.12,1.25
823,837,107,179,2361,100,21.68,3.23
824,695,392,374,1921,300,8.45,1.55
825,1345,69,309,2679,400,14.36,4.68
826,1458,116,97,2833,100,59.32,4.49
827,243,140,127,1232,250,53.72,3.07
828,596,224,194,2724,200,74.13,1.79
829,763,99,315,1867,200,50.06,3.31
830,974,252,402,195,100,110.08,3.56
831,1866,217,150,1054,100,103.08,4.08
832,1704,363,56,1184,300,99.02,1.34
833,1323,329,57,2473,150,151.73,2.19
834,708,213,375,299,150,31.99,2.11
835,51,338,12,2804,300,85.2,3.4
836,268,429,240,2757,150,136.59,3.0
837,1313,68,294,2166,150,176.84,2.29
838,314,29,60,2375,100,112.55,4.84
839,53,15,465,2982,100,176.35,3.5
840,274,91,494,1686,200,176.0,5.71
841,1022,46,355,675,300,72.93,3.88
842,202,388,454,2072,200,152.3,4.29
843,229,353,340,1530,300,2.87,2.17
844,664,195,151,2873,100,176.88,2.44
845,401,7,7,1055,100,107.02,2.89
846,1,75,99,1663,150,121.98,3.04
847,652,312,184,701,100,8.72,5.63
848,1223,177,383,2575,200,8.0,4.78
849,599,464,83,910,100,121.07,3.83
850,1615,97,180,218,150,43.69,2.05
851,775,196,304,1159,100,99.14,4.2
852,759,223,449,2476,400,129.95,4.07
853,1554,449,483,411,150,169.51,5.02
854,851,222,330,412,300,161.2,2.45
855,438,77,154,931,300,66.17,4.23
856,1433,474,469,1201,150,154.78,5.53
857,1393,287,141,541,300,37.1,3.23
858,103,457,324,142,300,43.17,3.01
859,1738,443,321,2496,100,87.84,3.22
860,1949,432,233,136,400,13.3,4.64
861,1726,451,417,1345,100,149.95,2.11
862,104,159,487,74,400,122.34,2.05
863,950,351,139,890,250,143.02,2.34
864,289,208,100,2844,400,84.96,4.84
865,1085,183,387,1411,200,68.82,5.03
866,1211,4,5,1456,400,170.46,3.88
867,205,221,363,227,100,144.54,3.92
868,44,202,443,2253,300,106.28,3.95
869,582,480,136,1591,150,140.96,2.38
870,1856,218,97,2129,100,79.69,2.92
871,255,445,91,2844,150,65.06,1.87
872,1167,154,11,2660,400,90.27,0.77
873,1573,311,471,440,250,108.15,2.31
874,60,265,372,604,300,182.94,2.58
875,1950,300,466,326,250,39.53,4.21
876,957,335,122,1702,250,123.61,2.17
877,595,405,122,2103,150,152.18,1.51
878,578,451,475,744,100,93.7,5.78
879,85,483,431,2364,400,169.79,5.21
880,1369,96,285,1466,150,130.0,4.12
881,1533,277,365,2059,100,115.54,2.9
882,664,13,90,214,100,58.66,2.8
883,1601,309,116,2403,100,141.83,2.13
884,859,222,10,1470,300,12.64,1.35
885,1835,277,454,2743,250,132.86,3.92
886,1454,84,209,607,150,163.56,4.71
887,534,394,261,2931,200,11.85,4.83
888,1715,474,34,159,150,16.45,2.04
889,939,16,477,432,400,90.93,4.53
890,306,305,254,2548,200,124.01,4.08
891,216,34,428,208,300,7.34,5.6
892,628,298,171,1023,250,125.7,2.79
893,1348,457,165,658,150,70.75,4.98
894,105,459,226,58,400,17.04,3.86
895,1332,431,145,189,200,71.29,5.05
896,1665,235,332,1650,200,168.14,3.8
897,225,45,109,1599,100,98.71,3.2
898,1978,103,27,2740,100,33.72,3.01
899,750,443,162,571,100,136.29,2.3
900,1222,77,254,1701,200,106.31,1.9
901,284,431,287,942,100,15.64,1.81
902,1127,127,133,1093,250,11.63,3.36
903,1043,125,347,2839,200,71.61,3.2
904,684,332,66,420,300,195.94,1.64
905,1228,234,171,749,300,93.74,4.25
906,1325,476,45,2908,150,98.54,3.95
907,267,228,149,1218,250,58.88,2.1
908,281,472,420,299,100,156.53,3.76
909,573,348,115,1519,150,167.33,1.76
910,680,429,155,2180,150,35.91,4.05
911,1359,352,123,2225,200,12.3,1.7
912,1042,432,354,1252,250,55.52,2.13
913,575,312,337,221,300,131.33,5.82
914,911,334,259,1187,150,130.22,1.66
915,1959,177,173,1655,300,15.81,5.22
916,1088,484,428,1207,200,26.98,1.52
917,630,309,171,277,150,174.41,3.24
918,785,339,281,1703,250,40.27,4.27
919,1730,417,111,2791,400,125.26,4.12
920,1213,423,83,1473,300,110.27,4.85
921,1606,275,143,499,250,36.88,4.8
922,966,121,149,1755,200,116.99,1.4
923,1062,68,155,2751,100,110.66,2.53
924,1765,84,327,1917,100,135.07,4.98
925,1011,458,364,2778,150,59.63,2.7
926,1228,298,283,442,100,177.8,2.29
927,1743,271,88,924,100,18.66,2.65
928,734,130,155,2569,150,127.33,4.95
929,1230,387,488,829,100,191.49,3.28
930,1013,418,59,424,200,89.43,2.99
931,1077,315,331,2436,100,15.26,4.65
932,1538,415,42,2931,250,97.06,0.73
933,549,274,384,1121,300,158.72,3.31
934,670,468,246,1696,400,191.51,5.58
935,1155,47,291,1063,150,165.58,2.39
936,1270,120,139,1340,100,17.72,4.59
937,1039,60,397,1091,150,178.99,4.8
938,1921,459,398,1768,150,76.83,3.02
939,1770,64,474,1431,400,93.51,3.76
940,1294,112,374,2926,150,195.21,1.75
941,107,191,67,2858,400,113.42,4.32
942,1933,160,233,1630,100,90.56,5.39
943,1473,253,44,1686,200,189.28,4.51
944,1930,93,88,1797,100,157.64,1.83
945,1276,444,200,2102,200,77.72,3.28
946,1300,5,379,1693,300,31.56,2.17
947,1253,175,166,473,150,61.96,3.67
948,605,141,296,2638,150,57.0,1.5
949,447,301,455,1174,250,19.94,3.28
950,357,475,370,120,250,79.47,2.47
951,1564,338,234,1742,400,176.83,2.91
952,1125,167,358,2839,100,95.71,4.08
953,688,351,90,306,200,179.95,3.24
954,268,453,351,2122,300,60.6,5.06
955,704,106,104,2252,250,124.74,3.63
956,1145,209,91,2991,100,165.73,2.37
957,435,258,253,1968,400,59.08,3.64
958,1403,188,8,270,300,83.32,2.62
959,1743,11,416,702,250,170.36,2.99
960,928,71,143,1167,300,49.97,2.28
961,1085,344,495,1552,250,117.12,4.77
962,1320,33,18,1808,100,83.97,4.24
963,624,24,494,1005,150,173.71,2.67
964,1720,154,205,1725,150,192.71,4.33
965,1516,117,393,2065,100,85.94,1.27
966,865,148,259,640,200,48.74,4.31
967,953,423,355,2223,150,169.59,1.9
968,1304,379,230,1621,200,125.24,4.63
969,846,18,84,2464,400,179.3,2.61
970,961,349,348,66,200,80.02,5.59
971,1413,236,145,1457,300,147.41,4.38
972,480,69,109,888,100,138.38,2.47
973,220,335,194,437,300,198.46,2.92
974,383,339,451,1790,150,109.09,5.19
975,1478,499,55,1364,400,142.09,4.39
976,1299,332,384,836,400,160.86,2.08
977,678,270,336,983,200,54.06,2.37
978,1500,281,318,2073,100,148.89,2.43
979,594,473,421,1662,400,106.18,1.93
980,448,478,126,463,400,177.26,2.01
981,1893,469,373,448,300,43.65,1.4
982,608,129,392,773,250,22.39,1.8
983,1518,293,283,2460,150,101.1,1.38
984,1744,5,260,1391,150,132.19,4.78
985,1097,274,328,1044,200,180.1,1.84
986,316,284,281,937,150,136.11,1.4
987,292,308,48,2372,200,64.94,4.31
988,1365,431,365,1199,400,7.83,2.74
989,987,269,235,955,300,22.59,3.18
990,348,116,150,1073,150,160.0,2.29
991,1403,98,63,2855,400,61.58,1.62
992,121,270,97,2098,300,32.0,4.12
993,837,184,365,702,200,157.75,1.53
994,1383,493,168,1857,200,137.92,4.98
995,1960,228,102,2011,300,13.79,4.74
996,1515,9,119,2082,200,82.28,4.3
997,734,400,493,2164,200,32.63,2.12
998,49,112,299,2573,250,66.21,4.47
999,528,167,395,214,100,87.0,2.42
1000,830,17,197,1603,300,96.93,2.18
1001,131,412,351,1326,150,195.94,3.61
1002,177,4,90,2804,150,17.19,5.06
1003,343,256,5,553,150,137.28,5.19
1004,1174,441,310,1598,200,17.02,3.35
1005,1767,354,377,2296,150,40.06,3.01
1006,109,59,463,1217,200,157.39,4.04
1007,218,382,388,640,300,120.45,4.39
1008,1758,174,225,2091,250,151.35,1.3
1009,165,258,429,322,400,34.39,3.43
1010,1281,149,15,2635,400,182.21,2.44
1011,1096,396,64,710,100,161.19,1.73
1012,702,108,199,1283,100,48.01,3.04
1013,14,348,24,803,150,150.86,1.99
1014,1371,48,359,2826,250,58.71,2.15
1015,768,217,202,1731,100,195.97,1.1
1016,1670,87,9,491,100,102.56,5.4
1017,488,292,18,701,200,122.27,2.13
1018,1713,5,4,2056,100,83.14,4.15
1019,189,94,41,2058,400,162.5,5.52
1020,1273,174,319,1322,150,7.73,4.36
1021,1596,397,143,2541,300,186.8,2.7
1022,16,429,500,1572,150,75.2,2.38
1023,924,299,141,1892,200,110.35,4.09
1024,304,15,302,1923,200,43.27,4.2
1025,531,203,251,2403,100,63.94,4.96
1026,371,67,364,1606,150,36.21,3.62
1027,81,213,467,1799,250,19.37,2.29
1028,1073,122,204,2537,250,118.28,1.53
1029,1051,247,295,2117,200,26.33,3.8
1030,1564,419,206,2917,100,127.21,3.84
1031,1569,357,121,1405,250,36.5,3.03
1032,1829,496,438,538,100,161.32,4.13
1033,1591,71,408,2464,200,7.45,1.74
1034,557,27,29,1011,400,157.76,4.68
1035,702,307,112,1290,200,195.65,3.9
1036,866,366,485,897,100,126.12,5.8
1037,1048,40,8,468,300,35.19,2.95
1038,1366,359,128,886,300,102.86,3.3
1039,464,268,26,1220,200,91.46,2.97
1040,1487,71,247,236,100,92.37,3.22
1041,168,483,170,2069,400,141.72,5.36
1042,1561,238,334,2212,300,163.43,5.72
1043,1494,288,381,2705,150,105.12,2.8
1044,1165,75,94,362,400,141.91,3.3
1045,1162,392,155,1773,100,22.68,1.99
1046,187,442,214,1755,250,156.58,4.4
1047,179,266,143,49,300,99.14,5.79
1048,1752,487,431,2005,250,80.26,3.01
1049,1206,25,266,300,200,70.62,1.47
1050,1003,286,137,80,400,38.66,5.28
1051,1392,94,97,1231,100,29.34,2.63
1052,1695,473,295,2956,100,45.87,1.1
1053,1939,80,318,1830,150,176.91,1.98
1054,938,243,357,1436,150,31.73,5.73
1055,591,99,180,422,250,26.86,2.04
1056,1914,134,410,2626,250,102.05,3.84
1057,159,492,287,2351,200,132.15,1.95
1058,1436,477,230,2980,200,36.45,4.22
1059,100,365,399,568,100,26.28,5.18
1060,381,157,264,2248,100,180.25,4.37
1061,341,322,287,2223,300,122.62,3.6
1062,1810,168,392,2214,100,148.53,1.14
1063,1951,411,159,1396,100,192.84,2.65
1064,32,181,9,1924,300,104.67,4.23
1065,1722,141,500,140,100,63.97,2.98
1066,1099,414,364,2725,150,139.92,3.69
1067,192,236,242,976,200,62.44,4.06
1068,1689,311,305,589,200,78.62,3.77
1069,1139,32,84,1572,150,195.73,2.52
1070,1278,411,422,1887,400,171.61,1.68
1071,1710,395,265,250,300,145.83,2.43
1072,1636,113,252,568,400,182.97,4.02
1073,850,306,112,2064,250,38.37,2.24
1074,1347,334,357,1637,300,89.92,3.85
1075,392,329,158,2999,100,109.43,3.72
1076,428,203,149,1997,100,65.67,2.67
1077,1991,288,420,2379,150,41.32,4.84
1078,643,87,375,2692,300,125.35,1.1
1079,1913,59,182,909,250,61.07,3.58
1080,163,392,485,1887,300,4.35,1.5
1081,1222,399,39,367,300,168.63,3.49
1082,253,278,303,2504,250,99.0,3.27
1083,1714,192,301,2895,300,158.59,1.04
1084,540,391,297,1926,100,198.41,1.73
1085,525,311,33,2439,250,77.43,5.24
1086,1286,251,315,651,150,159.84,1.47
1087,91,134,290,1855,200,150.77,2.41
1088,693,242,28,1763,100,106.97,1.96
1089,20,87,208,1588,300,143.94,2.97
1090,503,437,118,611,400,114.03,5.06
1091,846,388,481,2258,400,9.36,3.64
1092,1045,152,481,2117,200,159.24,2.93
1093,1061,177,56,716,100,48.86,3.84
1094,1562,143,32,1262,300,127.27,1.75
1095,71,307,264,1110,150,36.31,4.68
1096,840,449,362,111,100,35.75,1.67
1097,1752,183,405,950,300,95.05,2.86
1098,1427,376,29,524,200,15.18,2.8
1099,1180,66,286,2114,400,128.29,4.15
1100,1482,443,293,2643,200,3.98,1.92
1101,1297,440,459,338,200,38.35,1.56
1102,373,7,324,2079,400,54.78,1.01
1103,1560,149,191,798,400,107.23,2.88
1104,739,217,248,2120,250,37.81,3.92
1105,146,161,162,1606,300,68.56,2.06
1106,531,288,31,136,200,159.67,2.26
1107,1859,302,93,1136,400,132.79,4.41
1108,64,294,65,1584,100,187.08,1.66
1109,1467,395,18,556,300,142.45,2.71
1110,356,187,389,119,300,70.25,2.44
1111,808,269,366,1511,400,63.1,2.92
1112,1895,241,479,2621,200,66.63,3.97
1113,1977,341,207,845,200,162.62,3.1
1114,1756,329,381,1436,400,96.04,3.96
1115,1662,116,498,2744,300,10.26,3.38
1116,1279,249,309,974,400,127.48,3.92
1117,468,33,103,1184,250,183.29,5.59
1118,378,59,89,1967,150,188.26,2.82
1119,550,185,151,1127,150,125.52,4.61
1120,1132,182,121,1118,150,182.6,3.86
1121,382,399,391,2843,250,188.24,2.67
1122,1037,369,250,1396,250,164.31,3.2
1123,373,330,415,499,200,134.42,3.34
1124,1965,367,204,942,150,76.46,4.62
1125,676,231,402,2314,250,178.34,4.8
1126,1336,497,252,1086,150,151.51,4.83
1127,1475,305,352,205,150,109.76,4.62
1128,277,292,400,1862,200,28.4,2.01
1129,1281,245,282,1355,100,144.49,3.06
1130,1049,197,348,41,300,198.21,5.62
1131,995,301,202,1183,400,151.03,1.79
1132,392,268,274,1491,200,115.57,2.18
1133,51,143,475,291,300,80.35,1.99
1134,73,37,322,1066,400,117.65,1.95
1135,220,194,212,1045,150,147.13,2.52
1136,945,305,394,2132,250,149.04,2.69
1137,863,206,166,1640,100,112.49,2.87
1138,742,180,302,2786,100,51.6,2.55
1139,229,434,138,858,300,160.52,2.14
1140,121,350,17,1779,250,70.86,3.81
1141,270,393,139,2180,100,135.23,3.61
1142,1050,201,52,2816,150,115.5,2.98
1143,1966,86,193,901,250,47.3,5.68
1144,1512,219,365,1839,250,15.91,2.86
1145,112,87,373,2089,250,184.05,3.78
1146,411,229,397,2449,300,71.48,5.73
1147,987,441,337,2697,200,68.85,4.04
1148,503,18,151,1114,100,94.69,4.43
1149,603,491,88,1734,400,131.46,3.13
1150,1590,307,212,2586,100,193.47,3.73
1151,1781,224,430,2197,150,4.76,4.27
1152,627,416,286,1556,150,132.26,1.85
1153,797,352,242,2737,100,49.98,2.81
1154,53,120,138,1285,100,44.52,5.26
1155,1754,369,490,1275,100,179.14,4.58
1156,544,151,312,2821,400,17.91,2.95
1157,651,324,235,1268,300,88.19,3.51
1158,909,446,247,997,200,191.01,2.27
1159,1496,328,159,2792,100,170.73,3.88
1160,1482,43,339,323,300,170.68,4.67
1161,1677,456,221,689,200,161.17,1.73
1162,1550,486,190,1541,250,185.22,4.56
1163,1091,380,165,584,300,190.97,5.8
1164,1180,43,252,2912,150,28.82,3.98
1165,501,332,459,465,100,70.59,1.51
1166,779,163,271,2929,300,48.15,4.32
1167,1381,423,256,535,400,145.58,3.66
1168,1428,83,87,1541,150,192.6,2.89
1169,1211,452,282,2195,400,84.34,3.3
1170,615,128,432,2218,150,50.8,3.24
1171,1210,463,433,2065,250,53.81,4.0
1172,1532,200,443,1186,100,174.38,3.63
1173,1793,15,36,2041,200,98.74,5.05
1174,1338,249,206,980,150,188.27,4.4
1175,134,274,393,1285,150,187.53,5.27
1176,1591,270,327,1263,250,190.33,3.16
1177,1663,35,329,2683,400,94.71,5.02
1178,1224,136,255,1154,400,151.88,3.19
1179,847,396,140,1600,300,174.13,1.7
1180,134,210,212,1150,150,75.45,4.14
1181,1923,112,213,119,300,177.01,4.48
1182,1851,484,184,1637,150,119.94,1.23
1183,725,220,346,1257,250,16.69,2.48
1184,527,427,371,1043,300,173.76,3.94
1185,919,397,379,2993,250,11.36,3.37
1186,809,345,424,1732,300,118.7,4.72
1187,1853,491,492,1618,200,22.99,3.32
1188,615,448,152,436,200,57.86,4.97
1189,813,4,362,392,150,107.05,2.27
1190,353,389,251,421,400,106.97,1.88
1191,1042,462,220,2363,200,133.72,4.15
1192,1195,14,315,1644,150,137.02,1.65
1193,1303,165,373,2455,100,163.74,4.2
1194,1664,132,207,2081,200,151.17,1.94
1195,709,314,119,2288,200,174.66,4.46
1196,1420,43,278,722,250,6.48,4.85
1197,754,480,287,714,400,9.21,2.12
1198,46,270,189,924,200,154.07,4.99
1199,1150,103,75,515,250,46.47,4.73
1200,1290,230,402,2511,100,32.31,3.9
1201,1341,131,46,2589,100,31.14,1.79
1202,1381,179,426,2254,300,116.5,1.81
1203,129,257,261,1345,200,112.07,4.27
1204,370,215,429,779,300,175.8,4.88
1205,1251,319,243,2969,150,85.1,4.08
1206,200,438,276,787,400,62.51,3.99
1207,1581,340,191,2971,150,184.57,4.02
1208,893,377,486,629,150,77.03,3.71
1209,797,31,302,1565,150,36.49,5.12
1210,1919,35,195,345,250,128.77,4.25
1211,1474,313,230,2272,300,198.62,5.13
1212,1783,281,234,1061,300,19.46,5.06
1213,1666,362,76,608,300,11.55,3.17
1214,1131,500,184,551,400,91.49,1.95
1215,1932,214,77,885,400,89.63,2.69
